PERIOD,LEAD_SOURCE,SOURCE_SALES,SOURCE_PREMIUM
2024-01-25,Ring 2,0,0.0
2024-01-25,Roku,1,125.57
2024-01-25,VOXR,1,232.69
2024-01-25,Youtube,1,83.48
2024-01-25,Regal,0,0.0
2024-01-26,Barrington,0,0.0
2024-01-26,Channel Edge,0,0.0
2024-01-26,Google,0,0.0
2024-01-26,Lucent,0,0.0
2024-01-26,O2C,0,0.0
2024-01-26,Other,1,97.52
2024-01-26,Policy Chat,0,0.0
2024-01-26,Ring 2,0,0.0
2024-01-26,Roku,1,168.39
2024-01-26,VOXR,1,238.96
2024-01-26,Youtube,2,167.93
2024-01-26,Regal,0,0.0
2024-01-27,Barrington,0,0.0
2024-01-27,Channel Edge,1,239.93
2024-01-27,Google,0,0.0
2024-01-27,Lucent,0,0.0
2024-01-27,O2C,2,548.16
2024-01-27,Other,0,0.0
2024-01-27,Policy Chat,0,0.0
2024-01-27,Ring 2,0,0.0
2024-01-27,Roku,0,0.0
2024-01-27,VOXR,0,0.0
2024-01-27,Youtube,1,85.18
2024-01-27,Regal,0,0.0
2024-01-28,Barrington,0,0.0
2024-01-28,Channel Edge,0,0.0
2024-01-28,Google,0,0.0
2024-01-28,Lucent,1,532.14
2024-01-28,O2C,0,0.0
2024-01-28,Other,0,0.0
2024-01-28,Policy Chat,0,0.0
2024-01-28,Ring 2,0,0.0
2024-01-28,Roku,0,0.0
2024-01-28,VOXR,0,0.0
2024-01-28,Youtube,0,0.0
2024-01-28,Regal,0,0.0
2024-01-29,Barrington,0,0.0
2024-01-29,Channel Edge,1,249.68
2024-01-29,Google,0,0.0
2024-01-29,Lucent,0,0.0
2024-01-29,O2C,1,249.2
2024-01-29,Other,1,76.34
2024-01-29,Policy Chat,0,0.0
2024-01-29,Ring 2,1,665.41
2024-01-29,Roku,0,0.0
2024-01-29,VOXR,0,0.0
2024-01-29,Youtube,1,89.05
2024-01-29,Regal,0,0.0
2024-01-30,Barrington,0,0.0
2024-01-30,Channel Edge,0,0.0
2024-01-30,Google,0,0.0
2024-01-30,Lucent,0,0.0
2024-01-30,O2C,1,246.18
2024-01-30,Other,0,0.0
2024-01-30,Policy Chat,0,0.0
2024-01-30,Ring 2,0,0.0
2024-01-30,Roku,0,0.0
2024-01-30,VOXR,1,288.92
2024-01-30,Youtube,2,170.03
2024-01-30,Regal,0,0.0
2024-01-31,Barrington,0,0.0
2024-01-31,Channel Edge,2,383.4
2024-01-31,Google,0,0.0
2024-01-31,Lucent,0,0.0
2024-01-31,O2C,0,0.0
2024-01-31,Other,1,61.07
2024-01-31,Policy Chat,0,0.0
2024-01-31,Ring 2,0,0.0
2024-01-31,Roku,0,0.0
2024-01-31,VOXR,0,0.0
2024-01-31,Youtube,3,230.45
2024-01-31,Regal,0,0.0
2024-02-01,Barrington,0,0.0
2024-02-01,Channel Edge,1,173.28
2024-02-01,Google,0,0.0
2024-02-01,Lucent,1,489.0
2024-02-01,O2C,3,422.74
2024-02-01,Other,0,0.0
2024-02-01,Policy Chat,0,0.0
2024-02-01,Ring 2,0,0.0
2024-02-01,Roku,0,0.0
2024-02-01,VOXR,0,0.0
2024-02-01,Youtube,1,83.86
2024-02-01,Regal,1,110.79
2024-02-02,Barrington,0,0.0
2024-02-02,Channel Edge,1,184.54
2024-02-02,Google,0,0.0
2024-02-02,Lucent,0,0.0
2024-02-02,O2C,0,0.0
2024-02-02,Other,1,76.03
2024-02-02,Policy Chat,0,0.0
2024-02-02,Ring 2,0,0.0
2024-02-02,Roku,0,0.0
2024-02-02,VOXR,0,0.0
2024-02-02,Youtube,3,187.89
2024-02-02,Regal,0,0.0
2024-02-03,Barrington,1,419.83
2024-02-03,Channel Edge,2,392.43
2024-02-03,Google,0,0.0
2024-02-03,Lucent,0,0.0
2024-02-03,O2C,0,0.0
2024-02-03,Other,1,86.55
2024-02-03,Policy Chat,0,0.0
2024-02-03,Ring 2,0,0.0
2024-02-03,Roku,0,0.0
2024-02-03,VOXR,1,220.38
2024-02-03,Youtube,1,97.58
2024-02-03,Regal,0,0.0
2024-02-04,Barrington,0,0.0
2024-02-04,Channel Edge,0,0.0
2024-02-04,Google,1,173.75
2024-02-04,Lucent,0,0.0
2024-02-04,O2C,0,0.0
2024-02-04,Other,0,0.0
2024-02-04,Policy Chat,1,50.68
2024-02-04,Ring 2,0,0.0
2024-02-04,Roku,0,0.0
2024-02-04,VOXR,1,278.15
2024-02-04,Youtube,1,71.52
2024-02-04,Regal,0,0.0
2024-02-05,Barrington,1,414.3
2024-02-05,Channel Edge,1,213.55
2024-02-05,Google,0,0.0
2024-02-05,Lucent,0,0.0
2024-02-05,O2C,0,0.0
2024-02-05,Other,0,0.0
2024-02-05,Policy Chat,0,0.0
2024-02-05,Ring 2,0,0.0
2024-02-05,Roku,1,133.07
2024-02-05,VOXR,0,0.0
2024-02-05,Youtube,0,0.0
2024-02-05,Regal,0,0.0
2024-02-06,Barrington,0,0.0
2024-02-06,Channel Edge,4,902.92
2024-02-06,Google,0,0.0
2024-02-06,Lucent,1,422.22
2024-02-06,O2C,0,0.0
2024-02-06,Other,1,92.92
2024-02-06,Policy Chat,0,0.0
2024-02-06,Ring 2,3,2292.51
2024-02-06,Roku,2,192.6
2024-02-06,VOXR,1,246.02
2024-02-06,Youtube,2,190.52
2024-02-06,Regal,0,0.0
2024-02-07,Barrington,0,0.0
2024-02-07,Channel Edge,1,156.45
2024-02-07,Google,0,0.0
2024-02-07,Lucent,0,0.0
2024-02-07,O2C,0,0.0
2024-02-07,Other,1,87.86
2024-02-07,Policy Chat,0,0.0
2024-02-07,Ring 2,1,727.44
2024-02-07,Roku,1,96.36
2024-02-07,VOXR,1,255.99
2024-02-07,Youtube,0,0.0
2024-02-07,Regal,1,141.27
2024-02-08,Barrington,2,667.32
2024-02-08,Channel Edge,0,0.0
2024-02-08,Google,0,0.0
2024-02-08,Lucent,1,471.51
2024-02-08,O2C,3,724.68
2024-02-08,Other,2,237.79
2024-02-08,Policy Chat,0,0.0
2024-02-08,Ring 2,0,0.0
2024-02-08,Roku,0,0.0
2024-02-08,VOXR,1,248.14
2024-02-08,Youtube,2,160.3
2024-02-08,Regal,0,0.0
2024-02-09,Barrington,0,0.0
2024-02-09,Channel Edge,1,200.18
2024-02-09,Google,1,223.75
2024-02-09,Lucent,1,488.13
2024-02-09,O2C,1,235.73
2024-02-09,Other,0,0.0
2024-02-09,Policy Chat,0,0.0
2024-02-09,Ring 2,0,0.0
2024-02-09,Roku,0,0.0
2024-02-09,VOXR,1,205.16
2024-02-09,Youtube,2,154.18
2024-02-09,Regal,0,0.0
2024-02-10,Barrington,2,625.57
2024-02-10,Channel Edge,1,201.82
2024-02-10,Google,0,0.0
2024-02-10,Lucent,0,0.0
2024-02-10,O2C,0,0.0
2024-02-10,Other,0,0.0
2024-02-10,Policy Chat,1,50.0
2024-02-10,Ring 2,0,0.0
2024-02-10,Roku,1,110.03
2024-02-10,VOXR,0,0.0
2024-02-10,Youtube,3,296.46
2024-02-10,Regal,0,0.0
2024-02-11,Barrington,2,642.93
2024-02-11,Channel Edge,1,196.98
2024-02-11,Google,0,0.0
2024-02-11,Lucent,0,0.0
2024-02-11,O2C,0,0.0
2024-02-11,Other,0,0.0
2024-02-11,Policy Chat,0,0.0
2024-02-11,Ring 2,1,654.57
2024-02-11,Roku,1,137.19
2024-02-11,VOXR,1,203.77
2024-02-11,Youtube,3,247.21
2024-02-11,Regal,0,0.0
2024-02-12,Barrington,0,0.0
2024-02-12,Channel Edge,2,471.01
2024-02-12,Google,1,179.11
2024-02-12,Lucent,2,750.05
2024-02-12,O2C,1,228.1
2024-02-12,Other,1,93.65
2024-02-12,Policy Chat,0,0.0
2024-02-12,Ring 2,1,542.25
2024-02-12,Roku,0,0.0
2024-02-12,VOXR,2,349.36
2024-02-12,Youtube,3,222.25
2024-02-12,Regal,0,0.0
2024-02-13,Barrington,1,484.0
2024-02-13,Channel Edge,0,0.0
2024-02-13,Google,0,0.0
2024-02-13,Lucent,0,0.0
2024-02-13,O2C,0,0.0
2024-02-13,Other,0,0.0
2024-02-13,Policy Chat,0,0.0
2024-02-13,Ring 2,0,0.0
2024-02-13,Roku,1,108.78
2024-02-13,VOXR,1,216.54
2024-02-13,Youtube,0,0.0
2024-02-13,Regal,0,0.0
2024-02-14,Barrington,0,0.0
2024-02-14,Channel Edge,0,0.0
2024-02-14,Google,0,0.0
2024-02-14,Lucent,0,0.0
2024-02-14,O2C,0,0.0
2024-02-14,Other,0,0.0
2024-02-14,Policy Chat,0,0.0
2024-02-14,Ring 2,1,735.19
2024-02-14,Roku,1,81.9
2024-02-14,VOXR,2,409.55
2024-02-14,Youtube,2,146.31
2024-02-14,Regal,1,119.13
2024-02-15,Barrington,1,497.07
2024-02-15,Channel Edge,0,0.0
2024-02-15,Google,1,228.24
2024-02-15,Lucent,1,351.27
2024-02-15,O2C,0,0.0
2024-02-15,Other,0,0.0
2024-02-15,Policy Chat,0,0.0
2024-02-15,Ring 2,1,873.95
2024-02-15,Roku,1,131.73
2024-02-15,VOXR,0,0.0
2024-02-15,Youtube,1,67.61
2024-02-15,Regal,0,0.0
2024-02-16,Barrington,0,0.0
2024-02-16,Channel Edge,0,0.0
2024-02-16,Google,1,186.15
2024-02-16,Lucent,1,322.45
2024-02-16,O2C,0,0.0
2024-02-16,Other,2,229.66
2024-02-16,Policy Chat,1,56.31
2024-02-16,Ring 2,0,0.0
2024-02-16,Roku,0,0.0
2024-02-16,VOXR,1,175.42
2024-02-16,Youtube,2,191.21
2024-02-16,Regal,0,0.0
2024-02-17,Barrington,2,633.75
2024-02-17,Channel Edge,1,207.12
2024-02-17,Google,0,0.0
2024-02-17,Lucent,0,0.0
2024-02-17,O2C,1,232.28
2024-02-17,Other,1,56.68
2024-02-17,Policy Chat,0,0.0
2024-02-17,Ring 2,0,0.0
2024-02-17,Roku,1,109.46
2024-02-17,VOXR,1,193.69
2024-02-17,Youtube,0,0.0
2024-02-17,Regal,0,0.0
2024-02-18,Barrington,0,0.0
2024-02-18,Channel Edge,0,0.0
2024-02-18,Google,0,0.0
2024-02-18,Lucent,0,0.0
2024-02-18,O2C,0,0.0
2024-02-18,Other,0,0.0
2024-02-18,Policy Chat,0,0.0
2024-02-18,Ring 2,1,584.11
2024-02-18,Roku,0,0.0
2024-02-18,VOXR,1,169.62
2024-02-18,Youtube,2,148.1
2024-02-18,Regal,0,0.0
2024-02-19,Barrington,2,714.68
2024-02-19,Channel Edge,2,426.55
2024-02-19,Google,1,203.48
2024-02-19,Lucent,0,0.0
2024-02-19,O2C,0,0.0
2024-02-19,Other,3,340.09
2024-02-19,Policy Chat,0,0.0
2024-02-19,Ring 2,0,0.0
2024-02-19,Roku,0,0.0
2024-02-19,VOXR,2,438.05
2024-02-19,Youtube,1,80.8
2024-02-19,Regal,1,181.91
2024-02-20,Barrington,0,0.0
2024-02-20,Channel Edge,0,0.0
2024-02-20,Google,0,0.0
2024-02-20,Lucent,1,390.21
2024-02-20,O2C,0,0.0
2024-02-20,Other,2,199.4
2024-02-20,Policy Chat,0,0.0
2024-02-20,Ring 2,2,958.74
2024-02-20,Roku,1,142.58
2024-02-20,VOXR,1,224.75
2024-02-20,Youtube,2,121.9
2024-02-20,Regal,0,0.0
2024-02-21,Barrington,1,466.51
2024-02-21,Channel Edge,0,0.0
2024-02-21,Google,0,0.0
2024-02-21,Lucent,2,913.33
2024-02-21,O2C,1,257.61
2024-02-21,Other,1,93.0
2024-02-21,Policy Chat,0,0.0
2024-02-21,Ring 2,0,0.0
2024-02-21,Roku,0,0.0
2024-02-21,VOXR,1,226.51
2024-02-21,Youtube,1,100.3
2024-02-21,Regal,0,0.0
2024-02-22,Barrington,0,0.0
2024-02-22,Channel Edge,1,230.95
2024-02-22,Google,1,239.73
2024-02-22,Lucent,0,0.0
2024-02-22,O2C,0,0.0
2024-02-22,Other,0,0.0
2024-02-22,Policy Chat,0,0.0
2024-02-22,Ring 2,0,0.0
2024-02-22,Roku,0,0.0
2024-02-22,VOXR,1,215.17
2024-02-22,Youtube,1,57.15
2024-02-22,Regal,1,174.66
2024-02-23,Barrington,1,386.31
2024-02-23,Channel Edge,1,160.8
2024-02-23,Google,0,0.0
2024-02-23,Lucent,0,0.0
2024-02-23,O2C,1,269.75
2024-02-23,Other,0,0.0
2024-02-23,Policy Chat,0,0.0
2024-02-23,Ring 2,0,0.0
2024-02-23,Roku,0,0.0
2024-02-23,VOXR,0,0.0
2024-02-23,Youtube,3,195.28
2024-02-23,Regal,1,150.41
2024-02-24,Barrington,0,0.0
2024-02-24,Channel Edge,0,0.0
2024-02-24,Google,1,229.76
2024-02-24,Lucent,0,0.0
2024-02-24,O2C,0,0.0
2024-02-24,Other,0,0.0
2024-02-24,Policy Chat,0,0.0
2024-02-24,Ring 2,0,0.0
2024-02-24,Roku,1,123.83
2024-02-24,VOXR,1,197.74
2024-02-24,Youtube,1,74.19
2024-02-24,Regal,0,0.0
2024-02-25,Barrington,1,281.28
2024-02-25,Channel Edge,0,0.0
2024-02-25,Google,0,0.0
2024-02-25,Lucent,0,0.0
2024-02-25,O2C,1,263.24
2024-02-25,Other,1,95.89
2024-02-25,Policy Chat,0,0.0
2024-02-25,Ring 2,0,0.0
2024-02-25,Roku,3,433.09
2024-02-25,VOXR,0,0.0
2024-02-25,Youtube,1,90.56
2024-02-25,Regal,0,0.0
2024-02-26,Barrington,2,822.28
2024-02-26,Channel Edge,2,302.29
2024-02-26,Google,0,0.0
2024-02-26,Lucent,0,0.0
2024-02-26,O2C,0,0.0
2024-02-26,Other,2,186.96
2024-02-26,Policy Chat,0,0.0
2024-02-26,Ring 2,0,0.0
2024-02-26,Roku,1,107.86
2024-02-26,VOXR,0,0.0
2024-02-26,Youtube,1,56.5
2024-02-26,Regal,0,0.0
2024-02-27,Barrington,0,0.0
2024-02-27,Channel Edge,2,383.09
2024-02-27,Google,0,0.0
2024-02-27,Lucent,0,0.0
2024-02-27,O2C,0,0.0
2024-02-27,Other,1,99.14
2024-02-27,Policy Chat,1,59.39
2024-02-27,Ring 2,0,0.0
2024-02-27,Roku,1,165.63
2024-02-27,VOXR,2,448.4
2024-02-27,Youtube,2,158.9
2024-02-27,Regal,0,0.0
2024-02-28,Barrington,3,922.98
2024-02-28,Channel Edge,0,0.0
2024-02-28,Google,1,182.85
2024-02-28,Lucent,1,335.26
2024-02-28,O2C,1,224.23
2024-02-28,Other,1,120.07
2024-02-28,Policy Chat,0,0.0
2024-02-28,Ring 2,2,1078.86
2024-02-28,Roku,0,0.0
2024-02-28,VOXR,1,141.81
2024-02-28,Youtube,1,63.57
2024-02-28,Regal,1,133.34
2024-02-29,Barrington,0,0.0
2024-02-29,Channel Edge,0,0.0
2024-02-29,Google,0,0.0
2024-02-29,Lucent,0,0.0
2024-02-29,O2C,0,0.0
2024-02-29,Other,1,82.7
2024-02-29,Policy Chat,0,0.0
2024-02-29,Ring 2,1,555.18
2024-02-29,Roku,0,0.0
2024-02-29,VOXR,1,146.49
2024-02-29,Youtube,1,88.82
2024-02-29,Regal,0,0.0
2024-03-01,Barrington,0,0.0
2024-03-01,Channel Edge,2,280.39
2024-03-01,Google,1,171.99
2024-03-01,Lucent,0,0.0
2024-03-01,O2C,1,268.23
2024-03-01,Other,1,86.23
2024-03-01,Policy Chat,0,0.0
2024-03-01,Ring 2,0,0.0
2024-03-01,Roku,0,0.0
2024-03-01,VOXR,0,0.0
2024-03-01,Youtube,3,294.93
2024-03-01,Regal,0,0.0
2024-03-02,Barrington,1,331.05
2024-03-02,Channel Edge,1,157.56
2024-03-02,Google,0,0.0
2024-03-02,Lucent,0,0.0
2024-03-02,O2C,1,238.2
2024-03-02,Other,1,88.9
2024-03-02,Policy Chat,0,0.0
2024-03-02,Ring 2,1,644.1
2024-03-02,Roku,0,0.0
2024-03-02,VOXR,1,203.22
2024-03-02,Youtube,1,85.01
2024-03-02,Regal,0,0.0
2024-03-03,Barrington,0,0.0
2024-03-03,Channel Edge,1,233.37
2024-03-03,Google,0,0.0
2024-03-03,Lucent,0,0.0
2024-03-03,O2C,0,0.0
2024-03-03,Other,0,0.0
2024-03-03,Policy Chat,0,0.0
2024-03-03,Ring 2,0,0.0
2024-03-03,Roku,1,122.4
2024-03-03,VOXR,0,0.0
2024-03-03,Youtube,0,0.0
2024-03-03,Regal,0,0.0
2024-03-04,Barrington,0,0.0
2024-03-04,Channel Edge,2,370.42
2024-03-04,Google,0,0.0
2024-03-04,Lucent,0,0.0
2024-03-04,O2C,2,544.49
2024-03-04,Other,2,253.55
2024-03-04,Policy Chat,1,50.0
2024-03-04,Ring 2,1,676.78
2024-03-04,Roku,0,0.0
2024-03-04,VOXR,0,0.0
2024-03-04,Youtube,0,0.0
2024-03-04,Regal,0,0.0
2024-03-05,Barrington,0,0.0
2024-03-05,Channel Edge,1,236.32
2024-03-05,Google,0,0.0
2024-03-05,Lucent,0,0.0
2024-03-05,O2C,1,288.04
2024-03-05,Other,0,0.0
2024-03-05,Policy Chat,0,0.0
2024-03-05,Ring 2,0,0.0
2024-03-05,Roku,0,0.0
2024-03-05,VOXR,0,0.0
2024-03-05,Youtube,3,272.32
2024-03-05,Regal,0,0.0
2024-03-06,Barrington,0,0.0
2024-03-06,Channel Edge,0,0.0
2024-03-06,Google,0,0.0
2024-03-06,Lucent,0,0.0
2024-03-06,O2C,0,0.0
2024-03-06,Other,0,0.0
2024-03-06,Policy Chat,0,0.0
2024-03-06,Ring 2,0,0.0
2024-03-06,Roku,0,0.0
2024-03-06,VOXR,1,208.85
2024-03-06,Youtube,4,343.51
2024-03-06,Regal,1,184.95
2024-03-07,Barrington,0,0.0
2024-03-07,Channel Edge,0,0.0
2024-03-07,Google,0,0.0
2024-03-07,Lucent,0,0.0
2024-03-07,O2C,0,0.0
2024-03-07,Other,2,228.19
2024-03-07,Policy Chat,0,0.0
2024-03-07,Ring 2,0,0.0
2024-03-07,Roku,0,0.0
2024-03-07,VOXR,0,0.0
2024-03-07,Youtube,0,0.0
2024-03-07,Regal,0,0.0
2024-03-08,Barrington,0,0.0
2024-03-08,Channel Edge,1,176.64
2024-03-08,Google,1,179.27
2024-03-08,Lucent,0,0.0
2024-03-08,O2C,1,265.98
2024-03-08,Other,1,130.27
2024-03-08,Policy Chat,1,61.08
2024-03-08,Ring 2,0,0.0
2024-03-08,Roku,0,0.0
2024-03-08,VOXR,2,417.28
2024-03-08,Youtube,2,165.29
2024-03-08,Regal,0,0.0
2024-03-09,Barrington,1,349.9
2024-03-09,Channel Edge,0,0.0
2024-03-09,Google,0,0.0
2024-03-09,Lucent,0,0.0
2024-03-09,O2C,1,296.37
2024-03-09,Other,0,0.0
2024-03-09,Policy Chat,0,0.0
2024-03-09,Ring 2,0,0.0
2024-03-09,Roku,0,0.0
2024-03-09,VOXR,0,0.0
2024-03-09,Youtube,1,122.55
2024-03-09,Regal,0,0.0
2024-03-10,Barrington,1,372.68
2024-03-10,Channel Edge,1,251.39
2024-03-10,Google,0,0.0
2024-03-10,Lucent,0,0.0
2024-03-10,O2C,2,537.68
2024-03-10,Other,1,131.31
2024-03-10,Policy Chat,0,0.0
2024-03-10,Ring 2,0,0.0
2024-03-10,Roku,0,0.0
2024-03-10,VOXR,1,208.04
2024-03-10,Youtube,0,0.0
2024-03-10,Regal,0,0.0
2024-03-11,Barrington,0,0.0
2024-03-11,Channel Edge,0,0.0
2024-03-11,Google,0,0.0
2024-03-11,Lucent,0,0.0
2024-03-11,O2C,1,264.42
2024-03-11,Other,0,0.0
2024-03-11,Policy Chat,1,50.0
2024-03-11,Ring 2,0,0.0
2024-03-11,Roku,0,0.0
2024-03-11,VOXR,0,0.0
2024-03-11,Youtube,6,496.15
2024-03-11,Regal,1,214.39
2024-03-12,Barrington,1,373.01
2024-03-12,Channel Edge,0,0.0
2024-03-12,Google,1,147.98
2024-03-12,Lucent,0,0.0
2024-03-12,O2C,1,265.23
2024-03-12,Other,0,0.0
2024-03-12,Policy Chat,0,0.0
2024-03-12,Ring 2,1,577.98
2024-03-12,Roku,0,0.0
2024-03-12,VOXR,0,0.0
2024-03-12,Youtube,6,541.46
2024-03-12,Regal,0,0.0
2024-03-13,Barrington,2,870.38
2024-03-13,Channel Edge,0,0.0
2024-03-13,Google,1,198.16
2024-03-13,Lucent,0,0.0
2024-03-13,O2C,0,0.0
2024-03-13,Other,0,0.0
2024-03-13,Policy Chat,0,0.0
2024-03-13,Ring 2,1,605.33
2024-03-13,Roku,0,0.0
2024-03-13,VOXR,0,0.0
2024-03-13,Youtube,1,81.31
2024-03-13,Regal,0,0.0
2024-03-14,Barrington,2,758.51
2024-03-14,Channel Edge,1,156.74
2024-03-14,Google,0,0.0
2024-03-14,Lucent,0,0.0
2024-03-14,O2C,1,249.36
2024-03-14,Other,0,0.0
2024-03-14,Policy Chat,0,0.0
2024-03-14,Ring 2,0,0.0
2024-03-14,Roku,0,0.0
2024-03-14,VOXR,0,0.0
2024-03-14,Youtube,3,284.36
2024-03-14,Regal,1,134.12
2024-03-15,Barrington,1,435.12
2024-03-15,Channel Edge,0,0.0
2024-03-15,Google,0,0.0
2024-03-15,Lucent,0,0.0
2024-03-15,O2C,1,244.39
2024-03-15,Other,0,0.0
2024-03-15,Policy Chat,0,0.0
2024-03-15,Ring 2,0,0.0
2024-03-15,Roku,1,124.45
2024-03-15,VOXR,0,0.0
2024-03-15,Youtube,1,69.53
2024-03-15,Regal,0,0.0
2024-03-16,Barrington,1,352.01
2024-03-16,Channel Edge,1,263.5
2024-03-16,Google,2,411.81
2024-03-16,Lucent,0,0.0
2024-03-16,O2C,0,0.0
2024-03-16,Other,0,0.0
2024-03-16,Policy Chat,0,0.0
2024-03-16,Ring 2,1,597.39
2024-03-16,Roku,1,134.83
2024-03-16,VOXR,1,106.0
2024-03-16,Youtube,1,94.68
2024-03-16,Regal,1,192.13
2024-03-17,Barrington,1,388.65
2024-03-17,Channel Edge,0,0.0
2024-03-17,Google,0,0.0
2024-03-17,Lucent,0,0.0
2024-03-17,O2C,1,274.02
2024-03-17,Other,1,133.26
2024-03-17,Policy Chat,0,0.0
2024-03-17,Ring 2,1,806.64
2024-03-17,Roku,0,0.0
2024-03-17,VOXR,1,119.35
2024-03-17,Youtube,0,0.0
2024-03-17,Regal,1,210.94
2024-03-18,Barrington,0,0.0
2024-03-18,Channel Edge,0,0.0
2024-03-18,Google,1,173.1
2024-03-18,Lucent,1,337.6
2024-03-18,O2C,0,0.0
2024-03-18,Other,1,118.32
2024-03-18,Policy Chat,0,0.0
2024-03-18,Ring 2,0,0.0
2024-03-18,Roku,1,134.36
2024-03-18,VOXR,0,0.0
2024-03-18,Youtube,2,154.22
2024-03-18,Regal,0,0.0
2024-03-19,Barrington,1,380.0
2024-03-19,Channel Edge,0,0.0
2024-03-19,Google,0,0.0
2024-03-19,Lucent,0,0.0
2024-03-19,O2C,0,0.0
2024-03-19,Other,1,130.41
2024-03-19,Policy Chat,0,0.0
2024-03-19,Ring 2,1,647.53
2024-03-19,Roku,1,174.81
2024-03-19,VOXR,1,170.25
2024-03-19,Youtube,3,241.66
2024-03-19,Regal,0,0.0
2024-03-20,Barrington,0,0.0
2024-03-20,Channel Edge,0,0.0
2024-03-20,Google,0,0.0
2024-03-20,Lucent,1,319.62
2024-03-20,O2C,1,186.98
2024-03-20,Other,0,0.0
2024-03-20,Policy Chat,0,0.0
2024-03-20,Ring 2,1,534.64
2024-03-20,Roku,0,0.0
2024-03-20,VOXR,0,0.0
2024-03-20,Youtube,0,0.0
2024-03-20,Regal,0,0.0
2024-03-21,Barrington,1,290.55
2024-03-21,Channel Edge,1,187.65
2024-03-21,Google,1,115.67
2024-03-21,Lucent,2,680.16
2024-03-21,O2C,0,0.0
2024-03-21,Other,1,138.51
2024-03-21,Policy Chat,0,0.0
2024-03-21,Ring 2,0,0.0
2024-03-21,Roku,2,307.24
2024-03-21,VOXR,1,182.43
2024-03-21,Youtube,2,123.46
2024-03-21,Regal,0,0.0
2024-03-22,Barrington,0,0.0
2024-03-22,Channel Edge,0,0.0
2024-03-22,Google,0,0.0
2024-03-22,Lucent,0,0.0
2024-03-22,O2C,0,0.0
2024-03-22,Other,0,0.0
2024-03-22,Policy Chat,0,0.0
2024-03-22,Ring 2,0,0.0
2024-03-22,Roku,0,0.0
2024-03-22,VOXR,3,630.0
2024-03-22,Youtube,0,0.0
2024-03-22,Regal,0,0.0
2024-03-23,Barrington,1,317.58
2024-03-23,Channel Edge,0,0.0
2024-03-23,Google,0,0.0
2024-03-23,Lucent,0,0.0
2024-03-23,O2C,2,560.23
2024-03-23,Other,1,130.05
2024-03-23,Policy Chat,1,51.44
2024-03-23,Ring 2,1,718.92
2024-03-23,Roku,0,0.0
2024-03-23,VOXR,1,237.93
2024-03-23,Youtube,2,146.31
2024-03-23,Regal,0,0.0
2024-03-24,Barrington,0,0.0
2024-03-24,Channel Edge,1,236.29
2024-03-24,Google,0,0.0
2024-03-24,Lucent,1,305.03
2024-03-24,O2C,0,0.0
2024-03-24,Other,1,113.73
2024-03-24,Policy Chat,1,63.96
2024-03-24,Ring 2,0,0.0
2024-03-24,Roku,0,0.0
2024-03-24,VOXR,0,0.0
2024-03-24,Youtube,1,91.24
2024-03-24,Regal,0,0.0
2024-03-25,Barrington,2,890.17
2024-03-25,Channel Edge,1,164.49
2024-03-25,Google,0,0.0
2024-03-25,Lucent,0,0.0
2024-03-25,O2C,0,0.0
2024-03-25,Other,0,0.0
2024-03-25,Policy Chat,0,0.0
2024-03-25,Ring 2,0,0.0
2024-03-25,Roku,1,154.31
2024-03-25,VOXR,0,0.0
2024-03-25,Youtube,1,59.88
2024-03-25,Regal,0,0.0
2024-03-26,Barrington,0,0.0
2024-03-26,Channel Edge,1,212.07
2024-03-26,Google,0,0.0
2024-03-26,Lucent,0,0.0
2024-03-26,O2C,1,175.88
2024-03-26,Other,0,0.0
2024-03-26,Policy Chat,0,0.0
2024-03-26,Ring 2,0,0.0
2024-03-26,Roku,1,139.1
2024-03-26,VOXR,1,167.06
2024-03-26,Youtube,2,183.27
2024-03-26,Regal,1,146.1
2024-03-27,Barrington,2,857.28
2024-03-27,Channel Edge,0,0.0
2024-03-27,Google,0,0.0
2024-03-27,Lucent,0,0.0
2024-03-27,O2C,0,0.0
2024-03-27,Other,0,0.0
2024-03-27,Policy Chat,0,0.0
2024-03-27,Ring 2,0,0.0
2024-03-27,Roku,0,0.0
2024-03-27,VOXR,2,252.9
2024-03-27,Youtube,2,133.49
2024-03-27,Regal,0,0.0
2024-03-28,Barrington,1,414.53
2024-03-28,Channel Edge,0,0.0
2024-03-28,Google,0,0.0
2024-03-28,Lucent,0,0.0
2024-03-28,O2C,0,0.0
2024-03-28,Other,0,0.0
2024-03-28,Policy Chat,0,0.0
2024-03-28,Ring 2,1,599.38
2024-03-28,Roku,0,0.0
2024-03-28,VOXR,0,0.0
2024-03-28,Youtube,0,0.0
2024-03-28,Regal,0,0.0
2024-03-29,Barrington,0,0.0
2024-03-29,Channel Edge,2,470.71
2024-03-29,Google,0,0.0
2024-03-29,Lucent,0,0.0
2024-03-29,O2C,1,187.67
2024-03-29,Other,0,0.0
2024-03-29,Policy Chat,0,0.0
2024-03-29,Ring 2,0,0.0
2024-03-29,Roku,0,0.0
2024-03-29,VOXR,2,283.52
2024-03-29,Youtube,0,0.0
2024-03-29,Regal,0,0.0
2024-03-30,Barrington,0,0.0
2024-03-30,Channel Edge,1,172.3
2024-03-30,Google,0,0.0
2024-03-30,Lucent,0,0.0
2024-03-30,O2C,1,179.05
2024-03-30,Other,1,122.25
2024-03-30,Policy Chat,0,0.0
2024-03-30,Ring 2,1,666.91
2024-03-30,Roku,0,0.0
